"Address3","County (name)","CloseDate","EstablishmentName","EstablishmentNumber","OpenDate","EstablishmentStatus (name)","Gender (name)","HeadFirstName","HeadHonours","HeadLastName","HeadPreferredJobTitle","HeadTitle (name)","LastChangedDate","LA (name)","LA (code)","Locality","Postcode","PreviousEstablishmentNumber","PreviousLA (name)","PreviousLA (code)","ReasonEstablishmentClosed (name)","ReasonEstablishmentOpened (name)","StatutoryHighAge","StatutoryLowAge","Street","TelephoneNum","TelephoneSTD","Town","TypeOfEstablishment (name)","UKPRN","URN","WebsiteAddress","OfficialSixthForm (name)","FEHEIdentifier","FurtherEducationType (name)","PhaseOfEducation (name)","AdmissionsPolicy (name)","Boarders (name)","BoardingEstablishment (name)","Diocese (name)","OfstedLastInsp","PercentageFSM","RegisteredEY (name)","ReligiousCharacter (name)","SchoolCapacity","MainSpecialism2 (name)","SecondarySpecialism2 (name)","Trusts (name)","TrustSchoolFlag (name)","Federations (name)","FederationFlag (name)","SchoolSponsors (name)","SchoolSponsorFlag (name)","StudioSchoolIndicator (name)","GSSLACode (name)","ASCHighestAge","ASCLowestAge","Boys2","Boys3","Boys4a","Boys4b","Boys4c","Boys5","Boys6","Boys7","Boys8","Boys9","Boys10","Boys11","Boys12","Boys13","Boys14","Boys15","Boys16","Boys17","Boys18","Boys19plus","CensusDate","Girls2andUnder","Girls3","Girls4a","Girls4b","Girls4c","Girls5","Girls6","Girls7","Girls8","Girls9","Girls10","Girls11","Girls12","Girls13","Girls14","Girls15","Girls16","Girls17","Girls18","Girls19plus","NumberOfBoys","NumberOfGirls","NumberOfPupils","AdministrativeWard (name)","GOR (name)","LLSC (name)","LSOA (name)","MSOA (name)","ParliamentaryConstituency (name)","UrbanRural (name)","Easting","Northing","MainSpecialism1 (name)","SecondarySpecialism1 (name)","FreshStart (name)","HP_Leading_Option_1 (name)","HP_Leading_Option_2 (name)","HP_Leading_Option_3 (name)","InvestorInPeople (name)","OfstedSpecialMeasures (name)","PFI (name)","SpecialClasses (name)","TeenMothPlaces","TeenMoth (name)","ApprovedNumberBoardersSpecial","SpecialPupils","CCF (name)","FTProv (name)","EdByOther (name)","EBD (name)","SENPRU (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","Section41Approved (name)"
"","Leicestershire","","Sir Frank Whittle Studio School",4008,"01-09-2014","Open","Mixed","Judith","","Briers","","Mrs","09-01-2015","Leicestershire","855","","LE17 4EW","","","999","","New Provision",19,14,"Bitteswell Road","01455554101","","Lutterworth","Studio Schools",10047075,141012,"","Has a sixth form","","","Secondary","","","","","","","","None",300,"","","Lutterworth Academies Trust, The","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E10000018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lutterworth Swift","East Midlands","","Harborough 010D","Harborough 010","South Leicestershire","Town and Fringe - less sparse",453849,285011,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Lancashire","","Eden BESD Free School",7002,"01-09-2014","Open","Mixed","Belinda","","Logan","","Mrs","07-04-2015","Blackburn with Darwen","889","","BB2 4NW","","","999","","New Provision",16,8,"Heys Lane","01254261655","","Blackburn","Free Schools Special",10046821,141016,"","Does not have a sixth form","","","Not applicable","","","","","","","","",60,"","","Education Partnership Trust","Linked to a multi-academy trust","","Not applicable","Education Partnership Trust","Linked to a sponsor","Not applicable","E06000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ewood","North West","","Blackburn with Darwen 012A","Blackburn with Darwen 012","Blackburn","Urban > 10k - less sparse",367011,425163,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Meridian Angel Primary School",2017,"01-09-2014","Open","Mixed","Stefan","","Roos","","Mr","24-02-2015","Enfield","308","174 Dysons Road","N18 2DS","","","999","","New Provision",11,4,"St John's Church Hall","07599270096","","Edmonton","Free Schools",10046968,141017,"","Does not have a sixth form","","","Primary","","No Boarders","","","","","","Christian",420,"","","London Community Learning Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Upper Edmonton","London","","Enfield 033F","Enfield 033","Edmonton","Urban > 10k - less sparse",534829,192168,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Kent","","Jubilee Primary School",2043,"01-09-2014","Open","Mixed","Anne","","Allen","","Mrs","16-02-2015","Kent","886","","ME16 8PF","","","999","","New Provision",11,4,"Gatland Lane","01622808873","","Maidstone","Free Schools",10047086,141025,"","Does not have a sixth form","","","Primary","","","","","","","","",420,"","","Jubilee Primary School Academy Trust","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fant","South East","","Maidstone 009A","Maidstone 009","Maidstone and The Weald","Urban > 10k - less sparse",573703,154618,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Surrey","","Park Community School",2001,"01-09-2014","Open","Mixed","Rachel","","Jacob","","Ms","01-09-2014","Merton","315","","SM4 5BY","","","999","","New Provision",11,4,"21 Crown Lane","07739407859","","Morden","Free Schools",10046855,141027,"","Does not have a sixth form","","","Primary","","","","","","","","",420,"","","Chapel Street Community Trust","Linked to a multi-academy trust","","Not applicable","Chapel St Community Schools Trust","Linked to a sponsor","Not applicable","E09000024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Merton Park","London","","Merton 015D","Merton 015","Wimbledon","Urban > 10k - less sparse",525413,168479,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Parkhill Business Centre","Lancashire","","Burnley High School",4008,"01-09-2014","Open","Mixed","Elizabeth","","Haddock","","","02-02-2015","Lancashire","888","","BB12 6TG","","","999","","New Provision",19,11,"Padiham Road","07739407464","","Burnley","Free Schools",10046966,141028,"","Has a sixth form","","","Secondary","","No Boarders","","","","","","Christian",650,"","","Chapel Street Community Trust","Linked to a multi-academy trust","","Not applicable","Chapel St Community Schools Trust","Linked to a sponsor","Not applicable","E10000017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Whittlefield with Ightenhill","North West","","Burnley 005C","Burnley 005","Burnley","Urban > 10k - less sparse",381228,433722,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Blackhorse Lane","","","Big Creative Academy",4003,"01-09-2014","Open","Mixed","Sacha","","Corcoran","","Ms","20-03-2015","Waltham Forest","320","Silver Birch House","E17 5SD","","","999","","New Provision",19,16,"Uplands Business Park","02084983300","","London","Free Schools - 16-19",10046350,141030,"","Not applicable","","","16 Plus","","Not applicable","","","","","","None",400,"","","DV8 Academy Limited","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E09000031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Higham Hill","London","","Waltham Forest 014C","Waltham Forest 014","Walthamstow","Urban > 10k - less sparse",535685,190166,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Worcestershire","","The Aspire Academy",1110,"01-09-2014","Open","Mixed","Susan","","Pennington","","Mrs","29-01-2015","Worcestershire","885","","WR4 9FQ","","","999","","New Provision",16,11,"Bridgewater Road","01905455422","","Worcester","Free Schools - Alternative Provision",10046649,141034,"","Does not have a sixth form","","","Not applicable","","","","","","","","",120,"","","Aspire Academy Free School Trust, The","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E10000034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Warndon Parish North","West Midlands","","Worcester 003C","Worcester 003","Worcester","Urban > 10k - less sparse",388978,257214,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","Middlesex","","De Salis Studio College",4009,"01-09-2014","Open","Mixed","Alison","","Moore","","Mrs","02-02-2015","Hillingdon","312","","UB4 8JP","","","999","","New Provision",19,14,"Wood End Green Road","02085731039","","Hayes","Studio Schools",10046856,141035,"","Has a sixth form","","","Secondary","","","","","","","","",300,"","","Rosedale Hewens Academy Trust, The","Linked to a multi-academy trust","","Not applicable","Rosedale Hewens Academy Trust","Linked to a sponsor","Not applicable","E09000017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Charville","London","","Hillingdon 018B","Hillingdon 018","Hayes and Harlington","Urban > 10k - less sparse",508346,182206,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Preston Road","","","Aspire Academy",1104,"01-09-2014","Open","Mixed","Christopher","","Mulqueen","","Mr","02-02-2015","Kingston upon Hull City of","810","","HU9 5HE","","","999","","New Provision",16,10,"Annandale Road","01482781912","","Kingston-upon-Hull","Free Schools - Alternative Provision",10047212,141037,"","Does not have a sixth form","","","Not applicable","","","","","","","","",150,"","","Sentamu Academy Learning Trust","Linked to a multi-academy trust","","Not applicable","Diocese of York Educational Trust","Linked to a sponsor","Not applicable","E06000010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marfleet","Yorkshire and the Humber","","Kingston upon Hull 021B","Kingston upon Hull 021","Kingston upon Hull East","Urban > 10k - less sparse",514705,430129,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","West Sussex","","The Gatwick School",4011,"01-09-2014","Open","Mixed","Simon","","Ruscoe Price","","Mr","02-02-2015","West Sussex","938","","RH10 9TP","","","999","","New Provision",16,4,"23 Gatwick Road","01293538779","","Crawley","Free Schools",10047037,141038,"","Does not have a sixth form","","","All Through","","","","","","","","None",1020,"","","Crawley Free School Trust","Linked to a multi-academy trust","","Not applicable","Crawley Free School Trust","Linked to a sponsor","Not applicable","E10000032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Three Bridges","South East","","Crawley 005E","Crawley 005","Crawley","Urban > 10k - less sparse",528594,139309,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Canary Wharf College 2",2009,"01-09-2014","Open","Mixed","Sarah","","Counter","","Ms","02-02-2015","Tower Hamlets","211","","E14 3BA","","","999","","New Provision",11,4,"197 East Ferry Road","02075152328","","London","Free Schools",10047204,141039,"","Does not have a sixth form","","","Primary","","","","","","","","Christian",280,"","","Canary Wharf College Limited","Linked to a multi-academy trust","","Not applicable","","-","Not applicable","E09000030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blackwall and Cubitt Town","London","","Tower Hamlets 030C","Tower Hamlets 030","Poplar and Limehouse","Urban > 10k - less sparse",538006,178555,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Weston-Super-Mare","","","North Somerset Enterprise and Technology College",4000,"01-09-2014","Open","Mixed","Karen","","Cornick","","Mrs","13-03-2015","North Somerset","802","Locking Road","BS22 8NL","","","999","","New Provision",19,14,"South West Skills Campus","01934411477","","","Free Schools",10047203,141040,"","Has a sixth form","","","Secondary","","No Boarders","","","","","","None",700,"","","Weston Enterprise and Entrepreneurial Learning Ltd.","Linked to a multi-academy trust","","Not applicable","Weston Enterprise and Entrepreneurial Learning","Linked to a sponsor","Not applicable","E06000024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Weston-super-Mare East","South West","","North Somerset 017B","North Somerset 017","Weston-Super-Mare","Urban > 10k - less sparse",334097,161725,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"Lostock","","","Bolton Wanderers Free School",4001,"01-09-2014","Open","Mixed","Toni","","Carr","","Mrs","02-02-2015","Bolton","350","Burnden Way","BL6 6JW","","","999","","New Provision",19,16,"Macron Stadium","01204673778","","Bolton","Free Schools - 16-19",10047039,141081,"","Has a sixth form","","","Secondary","","Not applicable","","","","","","None",400,"","","Eddie Davies Educational Trust, The","Linked to a trust/single academy trust","","Not applicable","","-","Not applicable","E08000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Horwich and Blackrod","North West","","Bolton 014A","Bolton 014","Bolton West","Urban > 10k - less sparse",364591,409420,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","Not applicable","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
"","","","Oasis Academy Silvertown",4006,"01-09-2014","Open","Mixed","Charles","","Claxton","Principal","Mr","22-10-2014","Newham","316","","E16 1TU","","","999","","New Provision",16,11,"Evelyn Road","02070592500","","London","Free Schools",10047034,141082,"","Does not have a sixth form","","","Secondary","Non-selective","","","","","","","None",600,"","","Oasis Community Learning","Linked to a multi-academy trust","","Not applicable","Oasis Community Learning","Linked to a sponsor","Not applicable","E09000025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Royal Docks","London","","Newham 037D","Newham 037","East Ham","Urban > 10k - less sparse",540694,180333,"","","Not applicable","","","","Uninvolved at present","Not applicable","Not part of PFI","","","Not applicable","","","","","","Not applicable","Not applicable","","","","Not applicable"
